word,count
readback,22
lateralization,4
hawthorne,4
icd,14
kaposi,3
phalange,7
hyperflexion,10
killian,5
jamieson,3
authorized,81
necessitate,4
anterofundal,7
pecci,5
cotyledons,5
barker,5
fixations,4
tibias,14
splint,69
transmetatarsal,30
anchoring,5
chinese,4
temporary,8
transscaphoid,3
midsternal,6
clean,12
salpingitis,9
chi,4
nephroureterostomy,11
darger,6
dixit,5
portray,120
shapes,118
speculum,3
hindered,3
labor,19
triage,4
warmth,5
djd,154
bicompartmental,3
prereduction,4
scheduling,10
anything,3
schedule,19
nondepressed,14
antra,3
transversing,15
moore,3
fabella,12
application,5
wan,4
gelb,10
donovan,4
oladipo,14
lcr,5
diseased,3
awareness,6
nicholson,352
zmc,15
dissociation,19
losey,124
align,5
pacu,21
arranged,34
albumin,27
retzius,6
adam,86
coy,83
fea,4
neurosurgeryservice,5
huerto,4
lifetime,6
areola,8
celect,6
expedited,5
andrade,3
plavix,6
wish,5
multicomminuted,4
pcoma,3
hetts,11
spiral,50
doctor,6
dip,109
milky,4
extubation,71
claude,10
transcervical,7
projectional,35
overhanging,6
gabe,12
westheimer,23
hyperexpanded,37
tana,3
qualify,3
keller,3
ra,5
fluffy,11
paresthesias,4
arthropathies,16
deborah,3
baby,3
stop,4
multipurpose,11
clinican,7
zika,10
midwife,3
capital,16
acetabuli,31
mechanism,16
cubic,9
gelfoam,11
silhouetting,10
khalili,6
sidehole,58
ballah,3
endocervix,4
dawson,4
mueller,4
elucidate,5
backed,3
pips,4
held,6
cavus,3
flatfoot,3
landd,10
crepitus,3
rotary,5
ennis,4
covered,19
monteggia,3
kathleen,4
chung,13
castro,4
mutation,6
sligar,3
mcbride,3
sidearm,4
cphc,8
guan,6
accelerated,9
efferent,3
streaks,36
acromium,11
villela,3
dips,9
diaphragms,35
rds,9
shadows,13
urg,11
stems,3
iliopectineal,13
declot,21
benefits,4
alternatives,5
mlo,31
southeast,7
pta,20
admixture,4
catherine,6
magee,4
tiger,3
rock,3
hyperlucency,5
bunion,9
calcaneum,5
esther,411
yuh,408
pipeline,3
discontinue,9
middistal,6
watersheds,3
repetitive,4
infective,10
tenth,7
semiupright,18
managed,17
knob,34
writing,3
buhler,18
adjusting,3
begin,4
hydrated,4
feasibilty,4
ductography,15
malfunctioning,12
arthoplasty,6
tophi,4
fibroglandular,18
ilioischial,11
lin,10
busby,6
tracheotomy,11
wright,16
ortiz,4
custom,7
fibronodular,4
hickman,5
signficant,10
alignments,4
margaret,4
mcniel,3
occulta,7
navigator,14
want,3
balance,5
bessega,3
bmi,8
kinks,3
kissing,3
assure,7
jennifer,858
supporting,6
hendry,3
transvenous,22
piercing,3
snuffbox,12
retrievable,6
unfused,10
gastroenteric,4
gravity,27
adductus,13
gastroenterologist,40
gabriel,4
asymmetries,16
shielding,10
prefers,3
suction,10
phenomena,5
rolled,3
regards,7
fr,5
rely,3
martha,3
opted,3
particles,7
taylor,4
donald,4
fee,3
exaggerate,17
haight,4
sylvia,3
maneuver,9
healthcare,4
hemidiaphragms,46
super,3
ishaque,53
rebleed,4
protrusio,7
gmc,5
encephalomalacic,3
hilton,5
celia,3
bird,3
edna,3
dorsomedial,14
craniovertebral,3
disco,3
rodriguez,7
multiply,6
nicu,3
underpenetration,8
barely,5
spare,3
qiao,23
esophogram,3
discontinued,7
cephalization,4
maturation,10
aldaz,7
adi,7
kholeif,13
sills,4
crush,5
gardner,9
krauss,3
avulsions,4
malmud,4
rings,7
rectangular,10
enostosis,9
andrea,4
cnm,11
broadened,3
enumeration,3
harries,7
streaking,6
wetread,5
stratification,6
qualifies,3
sullivan,7
tilting,8
vietnamese,5
afternoon,4
peterson,6
katherine,3
burchell,4
ibuprofen,10
declines,19
orland,3
specialist,4
advice,3
microcysts,18
funduscopic,6
fis,4
king,5
scatter,13
remy,4
ross,19
manashil,11
intradecidual,7
acetabulare,3
snyder,3
abrams,6
olson,4
mallet,4
singh,6
holds,4
microbleeds,3
buttress,3
sponge,6
amy,3
cricopharyngeus,4
galeal,7
malleable,3
radii,4
radiodensities,33
temperature,59
orthopedics,14
shirley,4
infradiaphragmatic,64
else,3
start,3
arteriography,10
successfully,30
slurry,3
patellae,5
silhouettes,7
newborn,7
gastroenterology,8
legenza,4
cook,5
thrombolysis,9
surfactant,4
student,7
sincic,108
nephrolith,3
valgum,14
kwok,3
greenstick,5
bonnington,3
rigidus,8
outlines,7
park,5
xrt,3
deliver,4
infrahyoid,6
nonhealing,3
lauren,4
peabody,11
thrill,8
redating,3
worsen,7
pulling,3
avon,9
fomovska,7
mail,10
wheeler,6
mendoza,4
greenwald,6
crests,8
pratt,3
bending,5
kink,3
fhc,3
grouped,27
outputs,7
shyy,14
curve,4
hematometros,4
hemithoraces,4
nichols,6
gomez,11
valenzuela,36
doxorubicin,4
eluting,4
companion,3
otolaryngology,4
maxine,3
hall,3
esr,6
prefer,4
peronei,4
zhang,4
granular,8
rahi,572
curly,8
microfractures,3
galea,5
flushing,5
replacements,6
peptic,3
aaron,130
fist,12
securely,9
hightower,13
phhc,5
bills,13
pediatrics,11
resus,13
steida,4
respective,3
trevo,4
tici,14
mammographically,9
camera,4
kong,3
victoria,4
atriocaval,5
acromiohumeral,11
baja,3
backfilling,3
resurfaced,20
properitoneal,3
surjadi,3
hysterosalpingogram,24
fibraodenomas,4
mandarin,6
chinatown,5
assistant,4
folded,3
thal,3
quick,4
evacuated,5
perron,5
burdick,5
spanish,36
cmhc,3
mic,8
notedto,4
centralization,3
multipartite,3
naviculare,4
crosstable,12
enteral,3
calves,8
power,5
injectable,5
designation,9
hrs,3
knight,11
lawhn,94
heath,81
fixators,8
intern,4
simpson,3
jordan,9
mudakha,7
conference,10
depositional,3
jackson,3
larson,4
goodnough,17
fabio,265
settecase,242
alvarez,4
hyalinized,3
npc,3
radioopaque,20
mpd,3
subaerolar,4
garner,4
ucc,5
supraspinous,12
success,3
wisdom,6
tuesday,12
constraints,3
maya,3
nsg,3
migh,3
davis,4
dw,5
springs,3
alisa,120
gean,120
vyas,4
kinzer,6
front,3
defers,7
villa,3
winkelman,4
kristen,4
rectoenteric,3
thursday,4
cholangiopathy,5
septocallosal,3
kanzaria,3
brace,5
fainted,3
callososeptal,3
ashley,12
sundby,3
barbara,6
apposition,15
slides,4
cheung,6
utilized,5
tabas,4
contusive,6
holland,9
mdwho,3
degesys,7
lumenal,3
enriquez,7
jee,5
bite,5
chapman,7
obviously,4
carbon,7
abrasion,5
cobb,4
subcondylar,5
bent,4
meals,4
speaking,8
gauze,11
amputated,3
antimicrobial,7
appreciably,3
midlungs,11
cassette,3
daily,7
weinfurtner,3
adlt,3
florid,5
resistant,3
graterol,5
lhh,3
nontarget,3
rendered,7
arthrocentesis,14
lavage,3
rhabdomyolysis,3
warm,15
shotgun,4
dept,4
dickey,38
electrical,3
tyler,3
jugulodigastric,3
gelatinous,4
bullets,5
sensor,4
teisman,6
mandibles,3
frontozygomatic,3
tertiary,22
demineralized,54
nonperforated,3
intertubercular,12
enthesophytosis,5
razor,11
blade,6
isquick,5
leggett,3
patellas,5
carmen,3
colliculus,3
initiated,3
voiced,4
understanding,6
paper,6
clarification,6
patterson,3
condiseration,4
list,4
pateint,4
ataxia,4
forman,4
hydrosalpinges,5
contracture,4
resuming,4
pencil,3
performend,4
shiny,3
bamboo,3
hind,3
china,3
declotting,3
hero,3
straube,5
straub,3
quinn,3
spasic,3
issac,3
mak,3
courtney,94
angioplastied,3
stereotatic,4
yields,4
colby,18
clayton,5191
chumfong,10
bizimungu,7
annually,4
middiaphyseal,4
discontinuation,3
yielded,6
arai,4
intralobar,3
itching,7
nonfocal,7
incudomalleal,4
accentuates,5
concurs,4
accumulate,3
mcps,3
morris,9
pyknodysostosis,3
osteosclerosis,3
aldez,5
deck,27
hyaline,4
tarsophalangeal,3
cholecystomy,5
tunnels,8
stacked,6
tcheng,8
gelber,3
nicole,3
spiking,6
hopefully,3
verapamil,7
singhal,3
geode,8
reticulonodular,11
calcanei,5
cardio,5
ward,3
death,5
lyo,5
inflation,4
sagittally,6
abrasions,4
leach,79
knittel,4
limbus,4
hemothoraces,4
annuloplasty,3
melinda,3
pellets,5
signficance,3
sudario,4
nephritis,3
marks,3
cholangiogram,6
mongelluzzo,3
julie,3
radiolunate,3
po,7
gun,4
cooling,3
laced,6
depend,5
sonshine,14
agarwal,235
oil,5
fabellae,6
sanchez,5
radiolucencies,3
jewelry,6
outline,3
snuff,3
box,4
extracellular,3
lateralmost,3
radiopacity,4
montano,3
instilled,3
weiser,4
metastaic,4
providers,3
colovesical,5
turbid,6
plic,3
architechtural,4
carson,32
midesophagus,3
nipples,3
recorder,6
insect,4
stepped,4
malunion,5
dowd,6
oxygenation,3
translator,9
descend,21
undisplaced,3
hemicranioplasty,3
boutonniere,4
gaseously,17
iandd,3
seatbelt,3
monoxide,6
kanti,7
kolli,7
vineeta,8
fistulography,4
radiocephalic,3
cantonese,8
arrive,7
nonstress,3
periareolar,5
options,4
visibility,4
mahoney,7
obviated,4
transsacral,5
skinfold,4
chips,4
postreduction,4
cold,3
myofascial,5
infraspinal,4
elastic,3
transudative,5
thoracal,4
metadiaphyses,4
remove,3
willing,8
intravertebral,4
indiscrete,8
prolapsing,4
bentley,214
biphalangic,4
sensitivities,6
gastroview,9
maglione,1422
mucopyocele,3
painless,3
subtibiale,3
syringohydromyelia,6
nascet,3
trialysis,5
wolchok,3
hallus,3
kevin,4
lisa,189
reinsertion,3
katharine,1296
collimated,39
productive,31
ca,5
grashey,4
tolerates,3
supicious,6
namperumal,3
blades,3
shave,4
dermatitis,4
outlook,15
cvc,3
centromedullary,3
rolando,5
maintaining,4
platelet,4
transportation,4
disccused,4
practioner,4
carpectomy,3
recall,18
phosphate,3
bidc,11
incudomalleolar,3
guterman,3
edwards,7
neeta,118
kannan,109
st,9
concordance,11
mini,36
cork,38
goldenson,4
chronological,3
kubs,3
medically,5
marron,6
whetstone,3
curling,3
wishes,3
noticed,4
russell,3
costodiaphragmatic,7
nonweight,4
namperal,3
prn,4
tylenol,4
consented,4
interperter,5
attempting,4
manner,4
borderzone,3
robbins,6
sex,4
merchant,3
strnad,3
thalamoperforator,3
anticipated,3
infant,3
sphenoparietal,3
licox,7
naso,3
diverticulectomy,3
maturity,3
ocean,3
intrammmary,4
valley,5
lbs,3
oz,4
diane,20
trinh,848
pinna,3
lukes,3
fib,4
laberge,4
amin,3
yu,7
thapar,4
tan,42
russian,5
hriday,5
yield,4
howard,3
multidisciplinary,6
surigcal,3
cassandra,4
silman,3
calcinosis,4
merritt,3
fibrothorax,6
moyer,3
gandhi,27
shital,25
deferring,3
pten,4
bongiovanni,10
stat,3
minimi,4
kaplan,3
hat,29
silverio,5
anteflexed,3
lis,4
roentgenographic,6
sanguinous,3
really,3
dumbell,6
ashesh,69
thaker,69
grayson,3
polar,4
mammostar,4
tribell,4
vo,5
echymmosis,4
innner,4
suri,3
dove,4
dime,3
controlled,3
server,10
mollard,11
tomographic,3
lengthy,4
offering,4
mind,4
bring,6
therefored,4
tentatively,4
tomosyntheis,4
retropatellar,11
resource,3
codes,446
mon,388
striatocapsular,3
burris,54
siri,3
warfarin,12
discontinuing,8
abnormaly,4
primitive,3
sonia,3
maisonneuve,3
corr,13
brent,97
weinberg,97
pt,3
clnfu,7
coumadin,4
holding,4
heard,4
bxdone,25
louise,370
midclavicle,4
urologist,3
greyson,4
